"[25, '2015-05-06/2015-05-31']","['sot', 25, '2015-05-06/2015-05-31']"
"[22, '2015-06-13/2015-07-05']","['sot', 22, '2015-06-13/2015-07-05']"
"[16, '2015-10-08/2015-10-24']","['sot', 16, '2015-10-08/2015-10-24']"
"[15, '2015-10-24/2015-11-08']","['sot', 15, '2015-10-24/2015-11-08']"
"[29, '2015-11-08/2015-12-07']","['sot', 29, '2015-11-08/2015-12-07']"
"[28, '2015-12-07/2016-01-04']","['sot', 28, '2015-12-07/2016-01-04']"
"[22, '2016-01-04/2016-01-26']","['sot', 22, '2016-01-04/2016-01-26']"
"[39, '2016-01-27/2016-03-06']","['sot', 39, '2016-01-27/2016-03-06']"
"[42, '2016-08-28/2016-10-09']","['sot', 42, '2016-08-28/2016-10-09']"
"[157, '2017-04-27/2017-10-01']","['sot', 157, '2017-04-27/2017-10-01']"
"[72, '2017-11-06/2018-01-17']","['sot', 72, '2017-11-06/2018-01-17']"
"[108, '2018-03-07/2018-06-23']","['sot', 108, '2018-03-07/2018-06-23']"
