"[7.0, '2011-05-30/2011-06-06']","['sot', 7, '2011-05-30/2011-06-06']"
"[21.0, '2011-09-12/2011-10-03']","['sot', 21, '2011-09-12/2011-10-03']"
"[9.0, '2011-11-20/2011-11-29']","['sot', 9, '2011-11-20/2011-11-29']"
"[10.0, '2012-03-02/2012-03-12']","['sot', 10, '2012-03-02/2012-03-12']"
"[10.0, '2012-06-01/2012-06-11']","['sot', 10, '2012-06-01/2012-06-11']"
"[19.0, '2012-10-25/2012-11-13']","['sot', 19, '2012-10-25/2012-11-13']"
"[18.0, '2012-12-05/2012-12-23']","['sot', 18, '2012-12-05/2012-12-23']"
"[11.0, '2013-11-16/2013-11-27']","['sot', 11, '2013-11-16/2013-11-27']"
"[19.0, '2013-12-20/2014-01-08']","['sot', 19, '2013-12-20/2014-01-08']"
"[12.0, '2014-01-17/2014-01-29']","['sot', 12, '2014-01-17/2014-01-29']"
"[18.0, '2014-06-12/2014-06-30']","['sot', 18, '2014-06-12/2014-06-30']"
"[13.0, '2014-08-14/2014-08-27']","['sot', 13, '2014-08-14/2014-08-27']"
"[17.0, '2014-12-13/2014-12-30']","['sot', 17, '2014-12-13/2014-12-30']"
"[28.0, '2014-12-30/2015-01-27']","['sot', 28, '2014-12-30/2015-01-27']"
"[46.0, '2015-03-19/2015-05-04']","['sot', 46, '2015-03-19/2015-05-04']"
"[12.0, '2015-06-25/2015-07-07']","['sot', 12, '2015-06-25/2015-07-07']"
"[12.0, '2015-07-24/2015-08-05']","['sot', 12, '2015-07-24/2015-08-05']"
"[14.0, '2015-10-15/2015-10-29']","['sot', 14, '2015-10-15/2015-10-29']"
"[39.0, '2015-11-04/2015-12-13']","['h', 14, '2015-11-04/2015-11-18']","['sot', 25, '2015-11-18/2015-12-13']"
"[23.0, '2015-12-19/2016-01-11']","['sot', 23, '2015-12-19/2016-01-11']"
"[49.0, '2016-03-04/2016-04-22']","['sot', 49, '2016-03-04/2016-04-22']"
"[31.0, '2016-05-28/2016-06-28']","['sot', 31, '2016-05-28/2016-06-28']"
"[37.0, '2016-06-28/2016-08-04']","['sot', 37, '2016-06-28/2016-08-04']"
"[71.0, '2017-09-27/2017-12-07']","['sot', 71, '2017-09-27/2017-12-07']"
