"[303, '2014-06-08/2015-04-07']","['sot', 303, '2014-06-08/2015-04-07']"
"[255, '2015-04-07/2015-12-18']","['sot', 255, '2015-04-07/2015-12-18']"
"[30, '2016-01-19/2016-02-18']","['sot', 30, '2016-01-19/2016-02-18']"
"[17, '2015-12-26/2016-01-12']","['sot', 17, '2015-12-26/2016-01-12']"
"[16, '2016-06-06/2016-06-22']","['sot', 16, '2016-06-06/2016-06-22']"
"[11, '2016-05-26/2016-06-06']","['sot', 11, '2016-05-26/2016-06-06']"
"[9, '2016-09-03/2016-09-12']","['sot', 9, '2016-09-03/2016-09-12']"
"[7, '2016-06-27/2016-07-04']","['sot', 7, '2016-06-27/2016-07-04']"
"[7, '2016-12-28/2017-01-04']","['sot', 7, '2016-12-28/2017-01-04']"
"[10, '2017-03-24/2017-04-03']","['sot', 10, '2017-03-24/2017-04-03']"
"[4, '2017-03-14/2017-03-18']","['sot', 4, '2017-03-14/2017-03-18']"
"[5, '2017-04-13/2017-04-18']","['sot', 5, '2017-04-13/2017-04-18']"
"[4, '2017-04-21/2017-04-25']","['sot', 4, '2017-04-21/2017-04-25']"
"[12, '2017-06-29/2017-07-11']","['sot', 12, '2017-06-29/2017-07-11']"
"[15, '2017-08-11/2017-08-26']","['sot', 15, '2017-08-11/2017-08-26']"
"[10, '2017-09-14/2017-09-24']","['sot', 10, '2017-09-14/2017-09-24']"
"[16, '2018-02-21/2018-03-09']","['sot', 16, '2018-02-21/2018-03-09']"
"[7, '2018-07-20/2018-07-27']","['sot', 7, '2018-07-20/2018-07-27']"
"[12, '2018-09-19/2018-10-01']","['sot', 12, '2018-09-19/2018-10-01']"
"[34, '2018-11-30/2019-01-03']","['sot', 34, '2018-11-30/2019-01-03']"
"[19, '2019-04-04/2019-04-23']","['sot', 19, '2019-04-04/2019-04-23']"
"[17, '2019-04-23/2019-05-10']","['sot', 17, '2019-04-23/2019-05-10']"
