durations,datelimits
20.0,2011-03-26/2011-04-15
17.0,2011-06-30/2011-07-17
53.0,2011-12-27/2012-02-18
29.0,2012-02-18/2012-03-18
22.0,2012-03-19/2012-04-10
23.0,2012-05-08/2012-05-31
70.0,2012-11-11/2013-01-20
82.0,2013-01-20/2013-04-12
123.0,2013-08-03/2013-12-04
49.0,2014-02-19/2014-04-09
77.0,2014-05-23/2014-08-08
79.0,2014-08-27/2014-11-14
61.0,2014-12-31/2015-03-02
46.0,2015-06-17/2015-08-02
56.0,2016-04-01/2016-05-27
275.0,2016-06-01/2017-03-03
