"[4, '2012-06-28/2012-07-02']","['sot', 4, '2012-06-28/2012-07-02']"
"[3, '2012-12-10/2012-12-13']","['sot', 3, '2012-12-10/2012-12-13']"
"[3, '2012-12-13/2012-12-16']","['sot', 3, '2012-12-13/2012-12-16']"
"[3, '2012-12-17/2012-12-20']","['sot', 3, '2012-12-17/2012-12-20']"
"[4, '2013-02-04/2013-02-08']","['sot', 4, '2013-02-04/2013-02-08']"
"[6, '2013-03-11/2013-03-17']","['h', 4, '2013-03-11/2013-03-15']"
"[5, '2013-03-18/2013-03-23']","['sot', 5, '2013-03-18/2013-03-23']"
"[5, '2013-09-17/2013-09-22']","['sot', 5, '2013-09-17/2013-09-22']"
"[3, '2013-09-25/2013-09-28']","['sot', 3, '2013-09-25/2013-09-28']"
"[3, '2013-10-04/2013-10-07']","['sot', 3, '2013-10-04/2013-10-07']"
"[3, '2014-09-29/2014-10-02']","['sot', 3, '2014-09-29/2014-10-02']"
"[4, '2014-10-21/2014-10-25']","['sot', 4, '2014-10-21/2014-10-25']"
"[3, '2014-11-13/2014-11-16']","['sot', 3, '2014-11-13/2014-11-16']"
"[3, '2014-12-13/2014-12-16']","['sot', 3, '2014-12-13/2014-12-16']"
"[4, '2014-12-19/2014-12-23']","['sot', 4, '2014-12-19/2014-12-23']"
"[3, '2015-03-30/2015-04-02']","['sot', 3, '2015-03-30/2015-04-02']"
"[5, '2015-04-22/2015-04-27']","['sot', 5, '2015-04-22/2015-04-27']"
"[3, '2015-06-12/2015-06-15']","['sot', 3, '2015-06-12/2015-06-15']"
"[3, '2015-11-01/2015-11-04']","['sot', 3, '2015-11-01/2015-11-04']"
"[3, '2015-11-04/2015-11-07']","['sot', 3, '2015-11-04/2015-11-07']"
"[4, '2015-11-08/2015-11-12']","['sot', 4, '2015-11-08/2015-11-12']"
"[4, '2015-12-10/2015-12-14']","['sot', 4, '2015-12-10/2015-12-14']"
"[3, '2016-04-08/2016-04-11']","['sot', 3, '2016-04-08/2016-04-11']"
"[3, '2016-04-15/2016-04-18']","['sot', 3, '2016-04-15/2016-04-18']"
"[3, '2016-04-22/2016-04-25']","['sot', 3, '2016-04-22/2016-04-25']"
"[3, '2016-06-17/2016-06-20']","['sot', 3, '2016-06-17/2016-06-20']"
"[4, '2016-08-11/2016-08-15']","['sot', 4, '2016-08-11/2016-08-15']"
"[7, '2016-08-29/2016-09-05']","['sot', 7, '2016-08-29/2016-09-05']"
"[9, '2016-12-26/2017-01-04']","['sot', 9, '2016-12-26/2017-01-04']"
"[8, '2017-04-04/2017-04-12']","['sot', 8, '2017-04-04/2017-04-12']"
"[8, '2018-05-17/2018-05-25']","['sot', 8, '2018-05-17/2018-05-25']"
"[8, '2018-06-11/2018-06-19']","['sot', 8, '2018-06-11/2018-06-19']"
"[8, '2018-08-30/2018-09-07']","['sot', 8, '2018-08-30/2018-09-07']"
