"[73.0, '2015-08-16/2015-10-28']","['sot', 73, '2015-08-16/2015-10-28']"
"[52.0, '2015-10-28/2015-12-19']","['h', 38, '2015-10-28/2015-12-05']"
"[22.0, '2015-12-19/2016-01-10']","['sot', 22, '2015-12-19/2016-01-10']"
"[17.0, '2016-03-30/2016-04-16']","['sot', 17, '2016-03-30/2016-04-16']"
"[12.0, '2016-07-06/2016-07-18']","['sot', 12, '2016-07-06/2016-07-18']"
"[21.0, '2016-07-18/2016-08-08']","['sot', 21, '2016-07-18/2016-08-08']"
"[8.0, '2016-09-07/2016-09-15']","['sot', 8, '2016-09-07/2016-09-15']"
"[14.0, '2017-01-22/2017-02-05']","['sot', 14, '2017-01-22/2017-02-05']"
"[18.0, '2017-04-30/2017-05-18']","['sot', 18, '2017-04-30/2017-05-18']"
"[70.0, '2017-05-29/2017-08-07']","['sot', 70, '2017-05-29/2017-08-07']"
"[501, '2017-08-18/2019-01-01']","['sot', 41, '2017-08-18/2017-09-28']","['h', 253, '2017-10-14/2018-06-08']","['sot', 70, '2018-06-08/2018-08-17']","['h', 137, '2018-09-02/2019-01-01']"
