"[13.0, '2011-01-20/2011-02-02']","['sot', 13, '2011-01-20/2011-02-02']"
"[15.0, '2011-10-07/2011-10-22']","['sot', 15, '2011-10-07/2011-10-22']"
"[33.0, '2012-05-12/2012-06-14']","['sot', 33, '2012-05-12/2012-06-14']"
"[35.0, '2012-07-21/2012-08-25']","['sot', 35, '2012-07-21/2012-08-25']"
"[26.0, '2012-10-31/2012-11-26']","['sot', 26, '2012-10-31/2012-11-26']"
"[24.0, '2012-11-30/2012-12-24']","['sot', 24, '2012-11-30/2012-12-24']"
"[19.0, '2013-05-12/2013-05-31']","['sot', 19, '2013-05-12/2013-05-31']"
"[27.0, '2013-10-02/2013-10-29']","['sot', 27, '2013-10-02/2013-10-29']"
"[17.0, '2013-09-07/2013-09-24']","['sot', 17, '2013-09-07/2013-09-24']"
"[13.0, '2014-01-13/2014-01-26']","['sot', 13, '2014-01-13/2014-01-26']"
"[30.0, '2014-02-26/2014-03-28']","['sot', 30, '2014-02-26/2014-03-28']"
"[31.0, '2014-03-29/2014-04-29']","['sot', 31, '2014-03-29/2014-04-29']"
"[25.0, '2014-04-29/2014-05-24']","['sot', 25, '2014-04-29/2014-05-24']"
"[46.0, '2015-07-13/2015-08-28']","['sot', 46, '2015-07-13/2015-08-28']"
"[25.0, '2015-05-21/2015-06-15']","['sot', 25, '2015-05-21/2015-06-15']"
"[54.0, '2015-12-17/2016-02-09']","['sot', 54, '2015-12-17/2016-02-09']"
"[13.0, '2015-10-22/2015-11-04']","['sot', 13, '2015-10-22/2015-11-04']"
"[13.0, '2015-11-26/2015-12-09']","['sot', 13, '2015-11-26/2015-12-09']"
"[18.0, '2016-03-18/2016-04-05']","['sot', 18, '2016-03-18/2016-04-05']"
"[13.0, '2016-05-26/2016-06-08']","['sot', 13, '2016-05-26/2016-06-08']"
"[22.0, '2016-06-08/2016-06-30']","['sot', 22, '2016-06-08/2016-06-30']"
"[91.0, '2016-11-13/2017-02-12']","['sot', 91, '2016-11-13/2017-02-12']"
"[53.0, '2017-03-22/2017-05-14']","['sot', 53, '2017-03-22/2017-05-14']"
