"[474.0, '2011-05-20/2012-09-05']","['h', 53, '2011-05-20/2011-07-12']","['sot', 104, '2011-07-12/2011-10-24']","['h', 143, '2011-11-29/2012-03-15']","['sot', 67, '2012-03-15/2012-05-21']","['h', 104, '2012-06-26/2012-09-02']"
"[23.0, '2012-10-04/2012-10-27']","['sot', 23, '2012-10-04/2012-10-27']"
"[37.0, '2013-04-22/2013-05-29']","['sot', 37, '2013-04-22/2013-05-29']"
"[15.0, '2013-05-29/2013-06-13']","['sot', 15, '2013-05-29/2013-06-13']"
"[11.0, '2013-09-09/2013-09-20']","['sot', 11, '2013-09-09/2013-09-20']"
"[10.0, '2014-02-13/2014-02-23']","['sot', 10, '2014-02-13/2014-02-23']"
"[18.0, '2014-06-28/2014-07-16']","['h', 11, '2014-06-28/2014-07-09']","['sot', 7, '2014-07-09/2014-07-16']"
"[9.0, '2014-11-11/2014-11-20']","['sot', 9, '2014-11-11/2014-11-20']"
"[11.0, '2014-12-04/2014-12-15']","['sot', 11, '2014-12-04/2014-12-15']"
"[8.0, '2015-02-01/2015-02-09']","['sot', 8, '2015-02-01/2015-02-09']"
"[11.0, '2015-09-24/2015-10-05']","['sot', 11, '2015-09-24/2015-10-05']"
"[13.0, '2015-12-30/2016-01-12']","['sot', 13, '2015-12-30/2016-01-12']"
"[27.0, '2016-03-22/2016-04-18']","['sot', 27, '2016-03-22/2016-04-18']"
"[45.0, '2016-04-19/2016-06-03']","['sot', 45, '2016-04-19/2016-06-03']"
"[34.0, '2016-06-03/2016-07-07']","['sot', 34, '2016-06-03/2016-07-07']"
"[47.0, '2016-09-03/2016-10-20']","['sot', 47, '2016-09-03/2016-10-20']"
"[644, '2017-03-28/2019-01-01']","['sot', 644, '2017-03-28/2019-01-01']"
