durations,datelimits
21.0,2017-02-21/2017-03-14
12.0,2017-04-07/2017-04-19
11.0,2017-07-20/2017-07-31
9.0,2017-07-31/2017-08-09
39.0,2017-12-07/2018-01-15
80.0,2018-01-15/2018-04-05
52.0,2018-04-17/2018-06-08
48.0,2018-06-08/2018-07-26
12.0,2018-09-06/2018-09-18
11.0,2018-07-31/2018-08-11
22.0,2018-11-26/2018-12-18
21.0,2018-12-18/2019-01-08
16.0,2019-04-30/2019-05-16
