durations,datelimits
39.0,2017-05-15/2017-06-23
18.0,2017-04-11/2017-04-29
45.0,2017-06-29/2017-08-13
39.0,2017-08-30/2017-10-08
15.0,2017-08-15/2017-08-30
11.0,2017-12-04/2017-12-15
8.0,2018-03-22/2018-03-30
9.0,2018-04-07/2018-04-16
7.0,2018-10-17/2018-10-24
8.0,2019-01-22/2019-01-30
8.0,2019-02-10/2019-02-18
12.0,2019-02-22/2019-03-06
18.0,2019-05-02/2019-05-20
