durations,datelimits
78.0,2013-08-09/2013-10-26
25.0,2013-06-25/2013-07-20
28.0,2013-11-21/2013-12-19
9.0,2014-03-27/2014-04-05
11.0,2014-06-02/2014-06-13
30.0,2014-11-09/2014-12-09
26.0,2014-12-09/2015-01-04
38.0,2015-02-24/2015-04-03
37.0,2015-07-22/2015-08-28
49.0,2015-12-21/2016-02-08
23.0,2015-10-25/2015-11-17
21.0,2016-04-26/2016-05-17
17.0,2016-06-04/2016-06-21
99.0,2016-07-28/2016-11-04
57.0,2016-11-22/2017-01-18
37.0,2017-02-01/2017-03-10
56.0,2017-03-13/2017-05-08
42.0,2017-05-08/2017-06-19
