"[143, '2015-05-17/2015-10-07']","['sot', 143, '2015-05-17/2015-10-07']"
"[62, '2016-01-04/2016-03-06']","['sot', 62, '2016-01-04/2016-03-06']"
"[23, '2016-11-09/2016-12-02']","['sot', 23, '2016-11-09/2016-12-02']"
"[35, '2016-12-08/2017-01-12']","['sot', 35, '2016-12-08/2017-01-12']"
"[32, '2017-01-23/2017-02-24']","['sot', 32, '2017-01-23/2017-02-24']"
"[39, '2017-08-09/2017-09-17']","['sot', 39, '2017-08-09/2017-09-17']"
"[33, '2017-06-09/2017-07-12']","['sot', 33, '2017-06-09/2017-07-12']"
"[29, '2017-12-19/2018-01-17']","['sot', 29, '2017-12-19/2018-01-17']"
"[154, '2018-05-16/2018-10-17']","['sot', 154, '2018-05-16/2018-10-17']"
"[39, '2018-10-17/2018-11-25']","['sot', 39, '2018-10-17/2018-11-25']"
"[42, '2018-12-02/2019-01-13']","['sot', 42, '2018-12-02/2019-01-13']"
"[20, '2019-05-31/2019-06-20']","['sot', 20, '2019-05-31/2019-06-20']"
